DMY,Current_Price,Open,High,Low,Volume,% Changes
01/22/2024,"1,855.33","1,875.88","1,876.01","1,855.05",3.37B,-1.02%
01/23/2024,"1,839.46","1,861.76","1,865.57","1,832.61",2.44B,-0.86%
01/24/2024,"1,874.00","1,841.02","1,876.92","1,836.89",2.13B,1.88%
01/25/2024,"1,866.08","1,867.91","1,870.93","1,857.82",1.74B,-0.42%
01/26/2024,"1,853.90","1,865.61","1,871.90","1,848.00",1.51B,-0.65%
01/29/2024,"1,864.91","1,863.27","1,870.19","1,850.07",1.49B,0.59%
01/30/2024,"1,859.53","1,863.81","1,866.42","1,855.02",1.91B,-0.29%
01/31/2024,"1,849.02","1,861.76","1,862.58","1,840.86",1.97B,-0.57%
2/1/2024,"1,852.57","1,847.87","1,861.56","1,837.94",1.63B,0.19%
2/2/2024,"1,877.31","1,865.00","1,881.17","1,864.13",1.73B,1.34%
2/5/2024,"1,876.39","1,875.52","1,885.89","1,870.16",1.79B,-0.05%
2/6/2024,"1,895.61","1,879.33","1,902.02","1,879.33",2.21B,1.02%
2/7/2024,"1,899.82","1,899.98","1,904.57","1,890.53",1.93B,0.22%
2/8/2024,"1,882.84","1,897.97","1,905.27","1,882.25",1.62B,-0.89%
2/9/2024,"1,880.93","1,884.43","1,887.78","1,876.82",1.06B,-0.10%
2/12/2024,"1,883.15","1,882.55","1,887.79","1,877.24",1.18B,0.12%
02/13/2024,"1,886.77","1,886.85","1,896.18","1,884.55",1.49B,0.19%
02/14/2024,"1,873.57","1,871.73","1,878.53","1,866.43",1.57B,-0.70%
02/15/2024,"1,874.78","1,875.50","1,883.06","1,869.44",1.63B,0.06%
02/16/2024,"1,874.91","1,885.82","1,890.60","1,869.92",1.58B,0.01%
02/19/2024,"1,876.45","1,870.24","1,881.03","1,868.26",1.34B,0.08%
02/20/2024,"1,866.99","1,877.94","1,879.14","1,859.40",1.55B,-0.50%
02/21/2024,"1,887.73","1,870.07","1,889.61","1,863.08",2.31B,1.11%
02/22/2024,"1,900.61","1,892.73","1,905.24","1,887.04",1.93B,0.68%
02/23/2024,"1,893.84","1,902.93","1,903.82","1,890.89",2.04B,-0.36%
02/27/2024,"1,884.40","1,891.47","1,897.39","1,879.33",2.23B,-0.50%
02/28/2024,"1,866.85","1,877.27","1,878.81","1,864.64",1.96B,-0.93%
02/29/2024,"1,853.39","1,865.25","1,866.82","1,846.59",3.15B,-0.72%
3/1/2024,"1,848.75","1,853.12","1,861.53","1,845.08",1.83B,-0.25%
3/4/2024,"1,842.85","1,851.35","1,856.29","1,841.91",1.37B,-0.32%
3/5/2024,"1,837.48","1,836.72","1,842.84","1,825.20",1.74B,-0.29%
3/6/2024,"1,855.83","1,833.63","1,863.27","1,832.89",1.71B,1.00%
3/7/2024,"1,857.46","1,861.51","1,866.15","1,846.57",1.52B,0.09%
3/8/2024,"1,878.66","1,859.16","1,878.66","1,858.40",1.42B,1.14%
3/11/2024,"1,867.87","1,873.11","1,879.71","1,866.47",1.40B,-0.57%
3/12/2024,"1,868.80","1,873.59","1,877.01","1,860.39",1.52B,0.05%
03/13/2024,"1,876.03","1,868.46","1,881.90","1,866.66",2.16B,0.39%
03/14/2024,"1,893.13","1,876.59","1,893.87","1,873.75",2.37B,0.91%
03/15/2024,"1,878.74","1,885.10","1,889.83","1,878.48",2.69B,-0.76%
03/18/2024,"1,880.10","1,882.32","1,890.75","1,877.50",1.72B,0.07%
03/19/2024,"1,874.17","1,878.59","1,888.06","1,873.80",1.70B,-0.32%
03/20/2024,"1,863.06","1,877.86","1,881.04","1,861.60",1.43B,-0.59%
03/21/2024,"1,884.92","1,879.31","1,887.39","1,878.11",1.54B,1.17%
03/22/2024,"1,877.37","1,878.80","1,888.73","1,874.24",1.56B,-0.40%
03/25/2024,"1,863.34","1,876.67","1,884.26","1,856.85",1.81B,-0.75%
03/26/2024,"1,868.93","1,862.96","1,872.43","1,857.73",1.90B,0.30%
03/27/2024,"1,873.22","1,865.82","1,880.37","1,864.59",1.55B,0.23%
03/28/2024,"1,857.90","1,874.91","1,877.70","1,855.27",1.47B,-0.82%
03/29/2024,"1,870.80","1,861.58","1,871.65","1,859.50",1.22B,0.69%
4/1/2024,"1,873.17","1,873.21","1,881.11","1,865.38",1.33B,0.13%
4/2/2024,"1,874.62","1,870.04","1,877.79","1,866.52",1.76B,0.08%
4/3/2024,"1,869.41","1,867.60","1,881.84","1,866.43",1.83B,-0.28%
4/4/2024,"1,868.10","1,873.79","1,876.03","1,860.32",1.33B,-0.07%
4/5/2024,"1,872.35","1,863.29","1,876.03","1,859.24",1.02B,0.23%
4/9/2024,"1,912.13","1,878.05","1,912.13","1,874.21",2.29B,2.12%
4/10/2024,"1,921.53","1,916.16","1,928.01","1,914.24",1.88B,0.49%
4/11/2024,"1,902.50","1,917.16","1,918.99","1,899.86",1.58B,-0.99%
04/17/2024,"1,858.13","1,873.34","1,876.57","1,852.94",2.42B,-2.33%
04/18/2024,"1,847.48","1,859.56","1,866.69","1,829.82",2.54B,-0.57%
04/19/2024,"1,806.88","1,815.71","1,823.86","1,804.15",2.50B,-2.20%
04/22/2024,"1,830.98","1,824.90","1,834.11","1,817.40",1.59B,1.33%
04/23/2024,"1,842.29","1,836.86","1,850.85","1,836.43",1.97B,0.62%
04/24/2024,"1,847.27","1,853.54","1,853.85","1,838.76",1.63B,0.27%
04/25/2024,"1,852.35","1,843.59","1,854.79","1,840.44",1.43B,0.27%
04/26/2024,"1,845.87","1,853.49","1,855.49","1,843.11",1.40B,-0.35%
04/29/2024,"1,847.56","1,853.62","1,853.74","1,836.75",1.52B,0.09%
04/30/2024,"1,856.35","1,851.92","1,864.39","1,848.90",1.77B,0.48%
5/2/2024,"1,848.42","1,857.10","1,861.00","1,848.04",2.14B,-0.43%
5/3/2024,"1,858.31","1,854.52","1,863.80","1,850.72",1.81B,0.54%
5/7/2024,"1,869.90","1,865.69","1,882.76","1,865.15",1.99B,0.62%
5/8/2024,"1,864.72","1,871.53","1,873.35","1,863.59",1.85B,-0.28%
5/9/2024,"1,858.79","1,865.92","1,873.83","1,856.42",1.86B,-0.32%
5/10/2024,"1,864.14","1,861.63","1,865.36","1,854.71",1.27B,0.29%
05/13/2024,"1,865.74","1,864.70","1,870.24","1,855.56",2.01B,0.09%
05/14/2024,"1,871.82","1,867.65","1,878.34","1,865.52",1.77B,0.33%
05/15/2024,"1,863.87","1,873.35","1,874.63","1,858.87",2.68B,-0.42%
05/16/2024,"1,876.09","1,871.31","1,885.53","1,868.56",2.40B,0.66%
05/17/2024,"1,884.07","1,876.81","1,887.05","1,873.78",1.84B,0.43%
05/20/2024,"1,877.66","1,888.31","1,894.57","1,875.09",2.15B,-0.34%
05/21/2024,"1,864.02","1,874.55","1,874.55","1,858.48",1.90B,-0.73%
05/23/2024,"1,859.98","1,859.59","1,868.64","1,855.08",2.65B,-0.22%
05/24/2024,"1,854.37","1,849.37","1,857.60","1,847.39",2.74B,-0.30%
05/27/2024,"1,859.60","1,861.04","1,863.20","1,851.99",2.34B,0.28%
05/28/2024,"1,854.16","1,862.22","1,863.45","1,851.75",1.68B,-0.29%
05/29/2024,"1,834.23","1,850.08","1,855.75","1,834.23",1.88B,-1.07%
05/30/2024,"1,835.76","1,828.19","1,839.41","1,819.45",2.03B,0.08%
05/31/2024,"1,826.69","1,839.68","1,848.34","1,821.75",4.89B,-0.49%
6/4/2024,"1,816.02","1,834.79","1,840.82","1,814.49",3.17B,-0.58%
6/5/2024,"1,816.81","1,819.89","1,826.53","1,810.25",2.61B,0.04%
6/6/2024,"1,803.92","1,821.85","1,826.35","1,800.21",2.32B,-0.71%
6/7/2024,"1,810.06","1,802.55","1,813.63","1,800.44",2.11B,0.34%
6/10/2024,"1,791.34","1,804.10","1,805.76","1,781.78",2.36B,-1.03%
6/11/2024,"1,787.84","1,791.20","1,802.88","1,784.25",2.51B,-0.20%
6/12/2024,"1,791.82","1,788.82","1,797.15","1,782.20",2.41B,0.22%
06/13/2024,"1,786.97","1,797.89","1,802.17","1,783.98",1.97B,-0.27%
06/14/2024,"1,780.40","1,785.60","1,791.36","1,775.95",1.81B,-0.37%
06/17/2024,"1,766.95","1,778.66","1,778.66","1,754.46",1.99B,-0.76%
06/18/2024,"1,767.83","1,773.11","1,787.22","1,765.64",2.05B,0.05%
06/19/2024,"1,784.17","1,774.23","1,784.17","1,752.15",3.87B,0.92%
06/20/2024,"1,774.78","1,782.22","1,784.00","1,767.32",2.27B,-0.53%
06/21/2024,"1,781.59","1,769.53","1,791.08","1,760.44",3.77B,0.38%
06/24/2024,"1,795.19","1,775.61","1,797.52","1,771.96",2.54B,0.76%
06/25/2024,"1,797.34","1,796.81","1,805.40","1,792.02",2.41B,0.12%
06/26/2024,"1,798.83","1,803.03","1,806.55","1,793.09",1.77B,0.08%
06/27/2024,"1,784.48","1,792.96","1,794.59","1,780.99",2.00B,-0.80%
06/28/2024,"1,771.84","1,787.15","1,787.73","1,766.05",3.35B,-0.71%
7/1/2024,"1,770.79","1,772.51","1,779.75","1,764.96",1.55B,-0.06%
7/2/2024,"1,756.43","1,767.72","1,768.34","1,752.35",1.85B,-0.81%
7/3/2024,"1,765.48","1,758.42","1,767.95","1,753.62",1.36B,0.52%
7/4/2024,"1,774.55","1,774.35","1,786.59","1,773.74",1.45B,0.51%
7/5/2024,"1,788.33","1,778.04","1,789.21","1,770.09",1.90B,0.78%
7/8/2024,"1,800.61","1,787.36","1,800.61","1,785.68",1.75B,0.69%
7/9/2024,"1,797.46","1,801.88","1,804.09","1,791.72",1.61B,-0.17%
7/10/2024,"1,802.76","1,798.44","1,808.42","1,795.68",1.75B,0.29%
7/11/2024,"1,812.96","1,807.49","1,814.48","1,797.47",1.85B,0.57%
7/12/2024,"1,814.32","1,809.87","1,816.75","1,806.19",2.11B,0.08%
07/15/2024,"1,810.65","1,805.51","1,812.22","1,798.70",1.71B,-0.20%
07/16/2024,"1,802.49","1,810.77","1,815.83","1,800.32",1.79B,-0.45%
07/17/2024,"1,803.58","1,809.08","1,816.96","1,800.87",1.85B,0.06%
07/18/2024,"1,812.05","1,800.49","1,815.97","1,799.66",2.90B,0.47%
07/19/2024,"1,800.43","1,806.34","1,811.31","1,800.12",1.90B,-0.64%
07/23/2024,"1,781.04","1,803.07","1,807.28","1,779.43",2.56B,-1.08%
07/24/2024,"1,775.69","1,778.49","1,781.60","1,768.97",2.23B,-0.30%
07/25/2024,"1,768.73","1,763.34","1,773.25","1,762.87",2.03B,-0.39%
07/26/2024,"1,791.78","1,770.88","1,791.97","1,765.91",2.11B,1.30%
07/30/2024,"1,792.45","1,799.48","1,805.69","1,789.90",2.43B,0.04%
07/31/2024,"1,812.24","1,800.35","1,814.32","1,799.26",2.35B,1.10%
8/1/2024,"1,815.06","1,814.59","1,825.11","1,809.23",2.37B,0.16%
8/2/2024,"1,801.53","1,802.92","1,809.00","1,796.98",2.15B,-0.75%
8/5/2024,"1,749.85","1,775.97","1,777.75","1,746.38",3.34B,-2.87%
8/6/2024,"1,748.92","1,766.59","1,771.80","1,747.94",2.06B,-0.05%
8/7/2024,"1,773.23","1,761.10","1,778.20","1,761.10",2.26B,1.39%
8/8/2024,"1,779.15","1,768.33","1,784.11","1,767.54",2.54B,0.33%
8/9/2024,"1,783.95","1,794.09","1,799.60","1,776.80",2.48B,0.27%
08/13/2024,"1,785.62","1,787.71","1,790.56","1,777.86",2.32B,0.09%
08/14/2024,"1,776.68","1,789.56","1,798.70","1,759.60",3.54B,-0.50%
08/15/2024,"1,774.24","1,775.53","1,777.68","1,758.06",2.28B,-0.14%
08/16/2024,"1,793.05","1,783.42","1,796.28","1,780.93",2.18B,1.06%
08/19/2024,"1,820.23","1,796.37","1,821.10","1,791.20",3.09B,1.52%
08/20/2024,"1,826.71","1,825.94","1,841.11","1,820.49",2.51B,0.36%
08/21/2024,"1,840.33","1,827.48","1,842.96","1,824.64",2.26B,0.75%
08/22/2024,"1,844.04","1,841.01","1,848.29","1,834.35",2.14B,0.20%
08/23/2024,"1,861.41","1,842.69","1,862.81","1,841.45",3.58B,0.94%
08/26/2024,"1,875.59","1,861.59","1,878.68","1,855.26",3.34B,0.76%
08/27/2024,"1,874.87","1,875.59","1,881.40","1,869.05",2.62B,-0.04%
08/28/2024,"1,879.03","1,869.99","1,886.45","1,863.08",2.25B,0.22%
08/29/2024,"1,866.24","1,871.24","1,879.42","1,864.44",1.95B,-0.68%
08/30/2024,"1,867.90","1,870.51","1,880.99","1,862.21",3.70B,0.09%
9/2/2024,"1,860.16","1,860.61","1,866.70","1,857.22",2.23B,-0.41%
9/3/2024,"1,874.85","1,860.34","1,883.90","1,860.34",2.41B,0.79%
9/4/2024,"1,875.60","1,860.34","1,879.40","1,860.34",1.95B,0.04%
9/5/2024,"1,935.42","1,885.65","1,937.67","1,884.39",3.65B,3.19%
9/6/2024,"1,971.34","1,950.25","1,977.20","1,948.20",5.75B,1.86%
9/9/2024,"1,972.28","1,972.17","1,985.01","1,954.76",4.79B,0.05%
9/10/2024,"1,966.15","1,972.15","1,975.85","1,957.96",3.51B,-0.31%
9/11/2024,"1,947.93","1,960.89","1,966.26","1,933.24",3.14B,-0.93%
9/12/2024,"1,957.06","1,959.05","1,970.17","1,955.59",2.07B,0.47%
09/13/2024,"1,961.74","1,966.90","1,975.74","1,956.88",2.91B,0.24%
09/16/2024,"1,975.65","1,962.90","1,978.55","1,958.36",4.18B,0.71%
09/17/2024,"1,979.82","1,978.36","1,982.85","1,970.31",3.54B,0.21%
09/18/2024,"1,976.99","1,980.80","1,994.39","1,973.37",3.51B,-0.14%
09/19/2024,"2,004.45","1,983.10","2,004.45","1,975.47",3.67B,1.39%
09/20/2024,"1,997.86","2,009.03","2,015.37","1,997.86",3.84B,-0.33%
09/23/2024,"1,994.12","2,001.88","2,004.39","1,983.78",2.65B,-0.19%
09/24/2024,"2,018.75","1,999.90","2,020.80","1,993.73",2.72B,1.24%
09/25/2024,"2,016.87","2,024.72","2,033.71","2,013.62",4.06B,-0.09%
09/26/2024,"2,009.41","2,018.99","2,021.76","2,000.31",3.44B,-0.37%
09/27/2024,"2,000.70","2,007.41","2,016.01","1,994.45",3.72B,-0.43%
09/30/2024,"1,999.21","1,992.25","2,006.84","1,990.92",2.73B,-0.07%
10/1/2024,"2,022.27","1,999.51","2,029.08","1,999.51",2.40B,1.15%
10/2/2024,"2,004.40","2,018.10","2,022.34","1,997.55",3.01B,-0.88%
10/3/2024,"1,993.74","1,996.16","2,006.27","1,986.96",2.55B,-0.53%
10/4/2024,"1,998.53","1,992.40","2,004.22","1,979.83",2.93B,0.24%
10/7/2024,"2,010.72","1,997.94","2,011.50","1,996.16",2.28B,0.61%
10/8/2024,"2,011.69","2,003.97","2,022.39","2,002.78",2.61B,0.05%
10/9/2024,"2,018.87","2,014.65","2,024.66","2,011.35",2.05B,0.36%
10/10/2024,"2,036.62","2,027.33","2,047.04","2,019.87",2.15B,0.88%
10/11/2024,"2,038.73","2,042.23","2,058.15","2,038.51",2.37B,0.10%
10/15/2024,"2,034.02","2,042.24","2,053.92","2,031.07",2.52B,-0.23%
10/16/2024,"2,062.07","2,030.76","2,067.66","2,028.01",3.38B,1.38%
10/17/2024,"2,078.78","2,069.71","2,084.43","2,068.10",2.66B,0.81%
10/18/2024,"2,072.43","2,075.98","2,096.93","2,070.09",2.93B,-0.31%
10/21/2024,"2,070.90","2,077.39","2,079.25","2,060.06",1.89B,-0.07%
10/22/2024,"2,044.56","2,066.09","2,070.23","2,039.41",2.12B,-1.27%
10/24/2024,"2,029.96","2,038.29","2,053.22","2,026.69",2.59B,-0.71%
10/25/2024,"2,034.75","2,035.25","2,043.03","2,023.93",1.86B,0.24%
10/28/2024,"2,017.29","2,035.97","2,038.31","2,012.35",2.45B,-0.86%
10/29/2024,"2,014.66","2,018.16","2,031.28","2,011.62",1.74B,-0.13%
10/30/2024,"2,008.57","2,010.26","2,022.28","2,001.94",1.76B,-0.30%
10/31/2024,"2,036.82","2,006.46","2,041.75","2,006.46",1.85B,1.41%
11/1/2024,"2,034.41","2,034.17","2,039.39","2,026.61",1.37B,-0.12%
11/4/2024,"2,034.05","2,040.55","2,050.08","2,030.95",1.37B,-0.02%
11/5/2024,"2,065.74","2,036.68","2,073.63","2,033.71",1.51B,1.56%
11/6/2024,"2,046.03","2,069.10","2,076.16","2,039.03",2.59B,-0.95%
11/7/2024,"2,051.34","2,049.42","2,064.19","2,047.45",1.68B,0.26%
11/8/2024,"2,038.82","2,054.16","2,057.43","2,029.82",1.65B,-0.61%
11/11/2024,"2,027.15","2,037.56","2,040.17","2,021.24",1.82B,-0.57%
11/12/2024,"2,011.93","2,025.59","2,033.20","2,008.02",2.17B,-0.75%
11/13/2024,"2,022.17","2,016.75","2,042.83","2,016.42",1.70B,0.51%
11/14/2024,"2,019.67","2,020.22","2,038.72","2,004.80",2.12B,-0.12%
11/15/2024,"2,009.05","2,027.88","2,032.75","2,000.49",1.85B,-0.53%
11/18/2024,"2,025.12","2,019.23","2,033.02","2,009.66",1.44B,0.80%
11/19/2024,"2,037.65","2,037.63","2,055.72","2,034.90",1.86B,0.62%
11/20/2024,"2,042.51","2,042.37","2,042.70","2,030.23",1.44B,0.24%
11/21/2024,"2,005.70","2,009.04","2,027.32","1,999.18",1.55B,-1.80%
11/22/2024,"2,016.07","2,012.87","2,023.20","1,998.04",2.15B,0.52%
11/25/2024,"2,011.71","2,026.36","2,030.78","2,009.32",1.92B,-0.22%
11/26/2024,"2,004.45","2,010.67","2,020.67","2,000.18",1.51B,-0.36%
11/27/2024,"1,992.80","2,001.36","2,002.97","1,985.07",1.67B,-0.58%
11/28/2024,"1,989.45","1,992.54","1,998.25","1,979.86",1.78B,-0.17%
11/29/2024,"1,985.74","1,990.95","1,997.46","1,980.11",2.01B,-0.19%
12/2/2024,"2,002.13","1,991.66","2,002.13","1,975.83",1.64B,0.83%
12/3/2024,"2,030.16","2,009.56","2,031.95","2,009.56",2.15B,1.40%
12/4/2024,"2,022.23","2,030.43","2,034.45","2,018.39",1.61B,-0.39%
12/6/2024,"2,024.52","2,021.26","2,030.47","2,018.07",1.39B,0.11%
12/9/2024,"2,019.10","2,019.97","2,022.81","2,008.76",1.51B,-0.27%
12/11/2024,"2,012.34","2,014.33","2,029.80","2,009.74",1.34B,-0.33%
12/12/2024,"2,008.01","2,020.85","2,035.50","2,006.31",1.89B,-0.22%
12/13/2024,"1,994.99","2,000.42","2,006.20","1,991.46",2.61B,-0.65%
12/16/2024,"1,987.48","1,987.45","1,992.01","1,977.39",1.78B,-0.38%
12/17/2024,"1,950.73","1,985.01","1,990.36","1,947.64",2.50B,-1.85%
12/18/2024,"1,956.21","1,956.14","1,963.89","1,940.31",2.15B,0.28%
12/19/2024,"1,925.33","1,932.71","1,948.80","1,919.20",2.06B,-1.58%
12/20/2024,"1,908.68","1,922.69","1,928.44","1,901.40",2.62B,-0.86%
12/23/2024,"1,942.81","1,922.96","1,943.84","1,911.49",1.89B,1.79%
12/24/2024,"1,953.65","1,947.81","1,957.80","1,944.07",1.29B,0.56%
12/25/2024,"1,961.27","1,959.97","1,966.50","1,953.88",1.65B,0.39%
12/26/2024,"1,957.95","1,960.72","1,965.75","1,953.31",1.24B,-0.17%
12/27/2024,"1,964.19","1,959.04","1,978.14","1,953.42",1.15B,0.32%
12/30/2024,"1,959.79","1,967.31","1,976.95","1,957.81",1.38B,-0.22%
1/2/2025,"1,929.53","1,956.21","1,958.90","1,925.70",1.70B,-1.54%
1/3/2025,"1,937.01","1,935.48","1,945.15","1,927.55",1.35B,0.39%
1/6/2025,"1,920.73","1,943.83","1,946.81","1,916.93",1.75B,-0.84%
1/7/2025,"1,950.93","1,925.29","1,957.76","1,925.29",1.73B,1.57%
1/8/2025,"1,947.03","1,950.85","1,953.83","1,937.32",1.54B,-0.20%
1/9/2025,"1,911.95","1,942.64","1,942.64","1,907.49",2.44B,-1.80%
1/10/2025,"1,920.79","1,912.03","1,926.15","1,895.43",2.04B,0.46%
01/13/2025,"1,898.88","1,907.11","1,912.65","1,890.79",2.28B,-1.14%
01/14/2025,"1,879.04","1,914.39","1,914.39","1,879.04",2.27B,-1.04%
01/15/2025,"1,900.23","1,883.77","1,900.23","1,870.11",2.04B,1.13%
01/16/2025,"1,898.99","1,914.58","1,916.75","1,889.32",1.77B,-0.07%
01/17/2025,"1,880.67","1,892.38","1,905.08","1,878.06",2.00B,-0.96%
01/20/2025,"1,881.04","1,887.33","1,896.38","1,876.42",1.50B,0.02%
01/21/2025,"1,899.24","1,890.83","1,907.38","1,884.47",1.96B,0.97%
01/22/2025,"1,913.46","1,902.86","1,916.97","1,902.86",2.55B,0.75%
01/23/2025,"1,885.82","1,910.39","1,914.21","1,885.82",1.97B,-1.44%
01/24/2025,"1,900.54","1,895.39","1,900.76","1,886.92",1.53B,0.78%
01/27/2025,"1,878.90","1,891.74","1,900.78","1,878.26",1.86B,-1.14%
01/28/2025,"1,885.13","1,866.87","1,888.66","1,866.87",2.17B,0.33%
01/29/2025,"1,881.54","1,893.76","1,895.21","1,877.68",2.25B,-0.19%
01/30/2025,"1,870.30","1,880.12","1,885.29","1,866.64",1.98B,-0.60%
01/31/2025,"1,839.31","1,872.37","1,874.98","1,832.90",2.81B,-1.66%
2/3/2025,"1,825.25","1,778.86","1,825.25","1,770.75",2.98B,-0.76%
2/4/2025,"1,821.78","1,834.96","1,843.79","1,819.36",2.25B,-0.19%
2/5/2025,"1,799.88","1,820.21","1,827.77","1,791.91",2.23B,-1.20%
2/6/2025,"1,763.85","1,804.68","1,806.46","1,760.34",2.54B,-2.00%
2/7/2025,"1,797.90","1,771.88","1,797.90","1,751.91",3.10B,1.93%
2/10/2025,"1,779.60","1,784.58","1,787.80","1,766.13",2.19B,-1.02%
2/11/2025,"1,798.44","1,782.91","1,801.73","1,777.15",1.89B,1.06%
02/13/2025,"1,800.15","1,804.11","1,823.07","1,795.27",2.10B,0.10%
02/14/2025,"1,780.63","1,803.97","1,805.57","1,776.80",2.20B,-1.08%
02/17/2025,"1,749.36","1,733.53","1,750.72","1,720.91",2.84B,-1.76%
02/18/2025,"1,746.71","1,751.32","1,757.47","1,738.88",2.42B,-0.15%
02/19/2025,"1,749.45","1,741.95","1,761.16","1,739.87",2.91B,0.16%
02/20/2025,"1,721.85","1,737.11","1,747.09","1,714.14",3.16B,-1.58%
02/21/2025,"1,722.31","1,718.53","1,733.72","1,713.26",2.41B,0.03%
02/24/2025,"1,706.68","1,716.03","1,716.03","1,693.74",2.82B,-0.91%
02/25/2025,"1,663.94","1,699.05","1,699.05","1,663.94",3.19B,-2.50%
02/26/2025,"1,700.89","1,669.21","1,705.13","1,667.40",3.59B,2.22%
02/27/2025,"1,678.94","1,695.32","1,706.37","1,674.16",2.58B,-1.29%
02/28/2025,"1,659.98","1,640.74","1,665.12","1,632.58",4.07B,-1.13%
3/3/2025,"1,636.52","1,665.90","1,672.05","1,632.33",2.45B,-1.41%
3/4/2025,"1,618.55","1,627.17","1,647.64","1,611.29",2.48B,-1.10%
3/5/2025,"1,663.07","1,631.49","1,666.68","1,627.59",2.63B,2.75%
3/6/2025,"1,635.63","1,662.41","1,662.87","1,631.29",2.31B,-1.65%
3/7/2025,"1,653.71","1,634.02","1,653.92","1,630.91",1.99B,1.11%
3/10/2025,"1,614.58","1,642.70","1,644.82","1,614.58",2.03B,-2.37%
3/11/2025,"1,630.35","1,598.87","1,634.75","1,589.50",2.59B,0.98%
3/12/2025,"1,589.26","1,626.59","1,629.52","1,585.20",2.50B,-2.52%
03/13/2025,"1,588.11","1,595.87","1,602.64","1,585.70",1.59B,-0.07%
03/14/2025,"1,610.19","1,593.32","1,615.78","1,589.15",2.05B,1.39%
03/17/2025,"1,603.08","1,613.63","1,618.28","1,596.27",1.80B,-0.44%
03/18/2025,"1,612.75","1,615.66","1,621.37","1,597.31",1.94B,0.60%
03/19/2025,"1,632.37","1,615.40","1,643.12","1,610.46",2.06B,1.22%
03/20/2025,"1,619.37","1,636.45","1,649.56","1,619.37",2.20B,-0.80%
03/21/2025,"1,631.80","1,628.70","1,634.21","1,620.62",3.75B,0.77%
03/24/2025,"1,637.75","1,634.34","1,641.67","1,625.31",1.36B,0.36%
03/25/2025,"1,630.44","1,638.38","1,638.84","1,622.64",1.92B,-0.45%
03/26/2025,"1,638.80","1,633.10","1,646.67","1,633.10",1.59B,0.51%
03/27/2025,"1,637.60","1,639.04","1,646.04","1,633.03",1.92B,-0.07%
03/28/2025,"1,619.10","1,632.90","1,633.18","1,615.28",1.20B,-1.13%
03/31/2025,"1,592.85","1,588.35","1,609.58","1,588.35",2.58B,-1.62%
4/1/2025,"1,609.23","1,604.95","1,617.74","1,604.22",1.46B,1.03%
4/2/2025,"1,617.37","1,609.30","1,623.72","1,606.47",1.81B,0.51%
4/3/2025,"1,597.25","1,596.48","1,603.52","1,589.06",2.22B,-1.24%
4/4/2025,"1,540.68","1,586.46","1,587.44","1,537.15",2.91B,-3.54%
4/8/2025,"1,472.04","1,465.70","1,479.95","1,439.14",3.72B,-4.46%
4/9/2025,"1,497.66","1,468.04","1,507.99","1,456.89",3.17B,1.74%
4/10/2025,"1,568.46","1,571.35","1,589.06","1,550.02",2.92B,4.73%
4/11/2025,"1,560.54","1,559.42","1,572.77","1,544.78",2.02B,-0.50%
04/16/2025,"1,572.08","1,558.24","1,577.94","1,544.54",2.27B,0.74%
04/17/2025,"1,572.32","1,568.29","1,579.64","1,562.75",1.88B,0.02%
04/18/2025,"1,585.61","1,575.81","1,589.81","1,572.03",1.96B,0.85%
04/21/2025,"1,559.95","1,582.72","1,590.01","1,553.35",2.32B,-1.62%
04/22/2025,"1,573.45","1,551.51","1,577.50","1,548.64",2.33B,0.87%
04/23/2025,"1,589.55","1,589.27","1,599.06","1,578.96",2.22B,1.02%
04/24/2025,"1,577.68","1,581.86","1,591.48","1,572.38",1.95B,-0.75%
04/25/2025,"1,596.72","1,590.66","1,600.72","1,585.50",1.78B,1.21%
04/28/2025,"1,599.15","1,601.28","1,609.54","1,593.76",1.50B,0.15%
04/29/2025,"1,618.93","1,601.49","1,618.93","1,592.45",1.91B,1.24%
04/30/2025,"1,662.07","1,619.85","1,662.07","1,615.90",2.67B,2.66%
5/2/2025,"1,664.70","1,684.95","1,691.27","1,659.79",2.66B,0.16%
5/6/2025,"1,647.66","1,667.74","1,669.02","1,647.66",2.65B,-1.02%
5/7/2025,"1,698.14","1,663.27","1,698.14","1,659.46",3.04B,3.06%
5/8/2025,"1,675.15","1,692.96","1,699.43","1,674.09",2.62B,-1.35%
5/9/2025,"1,686.22","1,684.83","1,690.02","1,660.62",2.49B,0.66%
05/13/2025,"1,689.51","1,712.33","1,719.34","1,686.02",3.05B,0.20%
05/14/2025,"1,695.38","1,691.27","1,699.18","1,679.06",2.50B,0.35%
05/15/2025,"1,661.83","1,683.92","1,688.39","1,656.29",2.66B,-1.98%
05/16/2025,"1,663.96","1,668.55","1,678.16","1,654.56",2.12B,0.13%
05/19/2025,"1,649.62","1,656.87","1,664.49","1,646.36",2.72B,-0.86%
05/20/2025,"1,653.80","1,660.90","1,668.83","1,649.58",2.87B,0.25%
05/21/2025,"1,642.49","1,660.43","1,671.00","1,636.67",2.68B,-0.68%
05/22/2025,"1,634.34","1,634.52","1,647.92","1,631.64",2.44B,-0.50%
05/23/2025,"1,638.41","1,641.47","1,652.30","1,634.22",1.99B,0.25%
05/26/2025,"1,642.12","1,641.97","1,644.75","1,625.72",1.87B,0.23%
05/27/2025,"1,618.24","1,638.86","1,638.86","1,612.29",1.99B,-1.45%
05/28/2025,"1,613.75","1,626.21","1,634.67","1,613.46",2.17B,-0.28%
